COD_DANE_DEPARTAMENTO;Departamento;Cod_sec retaria;SECRETARIA;COD_DANE_MUNICIPIO;MUNICIPIO;EST_ID;Codigo Dane EE;Nombre EE;SEDE_ID;Codigo Dane Sede;Nombre Sede;Dirección Sede;Zona
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14838;223574000032;INST EDU VICENTE DIAZ;75863;223574000032;INSTITUCIÓN EDUCATIVA VICENTE DIAZ;CORREGIMIENTO DE LAS MUJERES;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25754;223182000069;CENT EDU VILLA FATIMA;75987;223182000069;CENT EDUC VILLA FATIMA;CORREGIMIENTO DE VILLA FATIMA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;26652;123189000019;IE MADRE BERNARDA;63426;123189000736;ESC URB MIX MARIA MONTESSORI;CLL 7 CR 17 NO.16-18 CENTRO;URBANA
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14798;223570000364;INSTITUCION EDUCATIVA EL CAMPANO;75835;223570000364;INSTITUCION EDUCATIVA EL CAMPANO;CGTO EL CAMPANO;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14616;223466002541;I.E. LA INMACULADA;76841;223466002541;I.E. LA INMACULADA;URE - VEREDA VERSALLES;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20816;223807002162;INSTITUCION EDUCATIVA LA ESMERALDA;74918;223807002162;CENT EDUC LA ESMERALDA;VDA. PUEBLO CEDRO;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;14858;223580000290;CENT EDUC PICA PICA VIEJO;76275;223580000290;CENT EDUC PICA PICA VIEJO;CORREG;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14790;223570001093;INSTITUCION EDUCATIVA SAN JOSE DE PALMIRA;75812;223570001093;PALMIRA;CGTO PALMIRA;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14548;223686001180;I.E. BUENOS AIRES;74574;223686001180;I.E. BUENOS AIRES - SEDE PRINCIPAL;CORREG DE BUENOS AIRES;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21016;123162000459;I.E. DOLORES GARRIDO;70979;123162000238;CENT. DOC. MIXTO VENUS;CALLE 13 KRA 20 - 2 BARRIO VENUS;URBANA
23;Córdoba;3781;CORDOBA;23090;Canalete;20939;223090000259;INSTITUCION EDUCATIVA MATA DE PLATANO;75757;223090000259;INSTITUCION EDUCATIVA MATA DE PLATANO;VEREDA MATA DE PLATANO;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14839;223574000091;INSTITUCION EDUCATIVA ARIZAL;76041;223574000091;CENTRO EDUCATIVO EL ARIZAL;EL ARIZAL;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19844;223189000544;INSTITUCION EDUCATIVA SAN ANTONIO DE TACHIRA;63462;223189000544;INSTITUCION EDUCATIVA SAN ANTONIO DE TACHIRA;CORREG SAN ANTONIO DE TACHIRA;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14773;223555000382;INST.EDUC.ALBERTO ALZATE PATI¿O;73933;223555000382;INST.EDUC.ALBERTO ALZATE PATIÑO;VEREDA. PUNTA VERDE;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14772;223555000196;I.E. JUAN DE JESÚS NARVÁEZ GIRALDO;73928;223555000196;I.E. JUAN DE JESÚS NARVÁEZ GIRALDO - SEDE PRINCIPAL;CGTO. LAS PELONAS;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13895;223670000051;CENTRO EDUCATIVO NUEVA ESTRELLA;76708;223670000329;CARRETAL;VDA. CARRETAL;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14603;223466000891;INSTITUCION EDUCATIVA  ANTONIO NARIÑO;76640;223466000891;CENTRO EDC. ANTONIO NARIÑO;CORREG.EL ANCLAR;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21017;123162001528;IE MARCELIANO POLO;70985;123162000823;CENT.DOC.URB. MIXTO EL EDEN;KRA 11 NO.84-10;URBANA
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14543;223686000451;INSTITUCION EDUCATIVA  EL GAS;74557;223686000451;CENT EDU EL GAS;CASERIO EL GAS;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13890;123670000383;IE ALIANZA;76686;123670001029;JARD INF AMOR A SAN ANDRES;CALLE DEL MERCADO;URBANA
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14772;223555000196;I.E. JUAN DE JESÚS NARVÁEZ GIRALDO;73930;223555000013;LOMA DE PIEDRAS;VEREDA LOMA DE PIEDRAS;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13897;223670000191;CENTRO EDUCATIVO LAS CRUCES;76712;223670000191;CENTRO EDUCATIVO LAS CRUCES;VDA. LAS CRUCES;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;14625;223500000405;INSTITUCIÓN EDUCATIVA PUEBLITO;63079;223500000405;INSTITUCIÓN EDUCATIVA PUEBLITO - SEDE PRINCIPAL;VDA. PUEBLITO;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13893;223670000027;CENT EDUC LOS CASTILLOS;76697;223670000027;CENT EDUC LOS CASTILLOS;CORREGIMIENTO LOS CASTILLOS;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21015;123162000271;IE 24 DE MAYO;70976;123162000581;CENT. DOC. MIXTO VILCHES;CALLE 10 KRA 34 B. VILCHES;URBANA
23;Córdoba;3781;CORDOBA;23807;Tierralta;20814;223807001981;IE SAN CLEMENTE;74905;223807002766;ESC NVA DE NVO TAY;VDA. NUEVO TAY;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;127260;223466002649;I.E. LA ESPERANZA;73894;223466002649;I.E. LA ESPERANZA - SEDE PRINCIPAL;PARCELA DE SAN JAVIER;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;128009;223686000698;C.E. ANTONIO NARIÑO;74576;223686000698;C.E. ANTONIO NARIÑO - SEDE PRINCIPAL;CASERIO LAS MOHOSAS;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14598;123466000382;INST EDU SAN JORGE;76628;123466000307;ESCUELA SIMÓN BOLIVAR;CALLE  16 CRA. 8-9;URBANA
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14207;223675000343;CENTRO EDUCATIVO JUNIN;61660;223675000343;JUNIN;CORREGIMIENTO JUNIN;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14605;223466001294;I.E. SAN LUIS;76644;223466001294;I.E. SAN LUIS - SEDE PRINCIPAL;VDA.  VIERA ABAJO;RURAL
23;Córdoba;3781;CORDOBA;23350;La Apartada;20703;223466000671;CENT EDUC RUR MIX LA BALSA;72397;223350000037;ESC RUR MIX CAMPO ALEGRE;VDA CAMPO ALEGRE;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20818;223807002677;C.E. RURAL FRASQUILLO;143590;223807003177;ESC NVA BOCAS DE CRUCITO - SEDE PRINCIPAL;VDA BOCAS DE CRUCITO;URBANA
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14770;223555000064;C.EDUC.CAROLINA;73916;223555000064;C.EDUC.CAROLINA;CGTO.CAROLINA;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13895;223670000051;CENTRO EDUCATIVO NUEVA ESTRELLA;76707;223670000051;CENTRO EDUCATIVO NUEVA ESTRELLA;CORREGIMIENTO NUEVA ESTRELLA - PLAZA PUBLICA;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14596;123466000021;I.E. SAN BERNARDO;76619;123466002831;CTO. EDUCATIVO PREESCOLAR M/PAL PIOLIN;BARRIO LOMA FRESCA;URBANA
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14212;223675001145;INSTITUCION EDUCATIVA ISLA DE LOS MILAGROS;61682;223675000351;CAÑO GRANDE;VDA CAÑO GRANDE;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26781;123068000011;IE LA INMACULADA;75319;123068000283;MADRE LAURA;IND B. SANTA CECILIA;URBANA
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14608;223466001669;INSTITUCION EDUCATIVA SIMON BOLIVAR;76802;223466001669;INSTITUCION EDUCATIVA SIMÓN BOLIVAR;CORREG.LOS CORDOBAS;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14561;223807000046;IE ESTEFANIA MARIMON ISAZA;74727;223807000046;IE ESTEFANIA MARIMON ISAZA;CORRG. CARAMELO;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14605;223466001294;I.E. SAN LUIS;76646;223466001634;ESCUELA  NUEVA LA UNIÓN MATOSO;VDA.LA  UNION  MATOSO;RURAL
23;Córdoba;3781;CORDOBA;23678;San Carlos;14227;223678000484;C.EDUC. SANTA ROSA;74357;223678000484;C. EDUC. SANTA ROSA;CGTO. SANTA ROSA;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;142237;223580000257;CENTRO EDUCATIVO PIO XII;76099;223580000257;CENTRO EDUCATIVO PIO XII;CORRE LA RICA;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;26650;223182000646;CENT EDUC SAN JUAN DEL CHORRILLO;76609;223182000646;SAN JUAN DEL CHORRILLO;CORREGIMIENTO DEL CHORRILO;RURAL
23;Córdoba;3781;CORDOBA;23079;Buenavista;20941;223079000034;C EDUC MEJOR ESQUINA;75541;223079000034;CENT EDUC MEJOR ESQUINA;CRRG MEJOR ESQUINA;RURAL
23;Córdoba;3781;CORDOBA;23678;San Carlos;14228;223678000506;C.EDUC. TREMENTINO ARRIBA;74359;223678000506;C.EDUC.TREMENTINO ARRIBA;CASERÍO TREMENTINO ARRIBA;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26799;223068001837;CENT EDUC CAÑO PRIETO;75452;223068000181;ESC NVA RUR MIX DE TOTUMO MEDIO;TOTUMO MEDIO;RURAL
23;Córdoba;3781;CORDOBA;23079;Buenavista;20838;123079000111;IE SAGARDO CORAZON DE JESUS;75529;123079000137;ESC URB MIX CENTRAL;CLL9A-8-65;URBANA
23;Córdoba;3781;CORDOBA;23068;Ayapel;26791;223068000199;I.E. PLAYA BLANCA;75510;223068000199;I.E. PLAYA BLANCA - SEDE EPRINCIPAL;CORREG. PLAYA BLANCA;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13906;223670000604;CENTRO EDUCATIVO NUEVA ESPERANZA;76892;223670000353;BELLA VISTA;VDA. BELLA VISTA;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14835;123574001000;INST EDUC PUERTO ESCONDIDO;75857;123574000127;SAN PIO X;SAN PIO X;URBANA
23;Córdoba;3781;CORDOBA;23672;San Antero;13914;123672000011;INST. EDUC. JULIO C. MIRANDA;73965;123672000178;CENTR. EDUC.  MIGUEL ANTONIO CARO;BARRIO POLO NORTE, CALLE SANTA LUCIA;URBANA
23;Córdoba;3781;CORDOBA;23068;Ayapel;26785;223068000041;C.E. MARRALU;75327;223068000041;C.E. MARRALÙ - SEDE PRINCIPAL;CORREG. MARRALÚ;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14597;123466000056;INST. EDC. ALIANZA PARA EL PROGRESO;76623;123466002792;CENT EDUC ANASTASIO SIERRA;CALLE 11 B BARRIO MUCHA JAGUA;URBANA
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14848;223574001063;INSTITUCION EDUCATIVA EL CONTENTO ARRIBA;76063;223574001063;CENTRO EDUCATIVO EL CONTENTO ARRIBA;EL CONTENTO ARRIBA;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21008;223090000411;INSTITUCION EDUCATIVA LORENZA ABAJO;75769;223090000411;INSTITUCION EDUCATIVA LORENZA ABAJO;VEREDA LA LORENZA;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14611;223466002321;INSTITUCI¿N EDUCATIVA EL PALMAR;76816;223466002525;ESCUELA NUEVA MIX TA EL DIVINO SALVADOR;CORRG.  EL PALMAR;RURAL
23;Córdoba;3781;CORDOBA;23419;Los Córdobas;20706;223419000026;I.E.LA SALADA;72401;223419000026;IE LA SALADA;VDA.LA SALADA;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14829;223570000691;INSTITUCION EDUCATIVA CERROS DE COSTA RICA.;75850;223570000691;INSTITUCION EDUCATIVA CERROS DE COSTA RICA;CGTO CERROS DE COSTA RICA;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14542;223686000299;CENT EDUC SAN ISIDRO;74556;223686000299;CENT EDUC SAN ISIDRO;CORREGIMIENTO DE SAN  ISIDRO;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14605;223466001294;I.E. SAN LUIS;76645;223466003459;ESCUELA NUEVA HDA.DORADA;PARCELA HDA.DORADA;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13909;223670001082;CENTRO EDUCATIVO FLECHA;73949;223670001082;CENTRO EDUCATIVO FLECHA;CORREGIMIENTO FLECHA - BARRIO PARAISO;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19840;223189000137;CENT EDUC RUR BARRO PRIETO;63444;223189000137;CENT EDUC RUR BARRO PRIETO;VDA BARRO PRIETO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14765;123555000230;INST.EDUC.ALFONSO BUILES CORREA;73900;123555000086;JESUS DE LA BUENA ESPERANZA;CRA.9 Y 10 CLL.25;URBANA
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;14854;123580000783;IE GERMAN GOMEZ PELAEZ;76093;123580000732;ESC URB MIX SIMON BOLIVAR;CR 7 NO 8 10;URBANA
23;Córdoba;3781;CORDOBA;23672;San Antero;13915;123672000054;INST. EDUC. JOSO ANTONIO GALAN;73969;323672000339;ESC. NUEVA DIEGO DE CERVELLA;BARRIO CERVELLA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20818;223807002677;C.E. RURAL FRASQUILLO;74927;223807002677;C.E. RURAL FRASQUILLO - SEDE PRINCIPAL;CORR.  FRASQUILLO;RURAL
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14614;223466002401;CENTRO EDUC. JUAN XXIII;76833;223466002401;CENTRO  EDUCATIVO JUAN XXIII;VDA.SAN ANDRESES;RURAL
23;Córdoba;3781;CORDOBA;23090;Canalete;21007;223090000321;INSTITUCION EDUCATIVA CADILLO;75763;223090000321;INSTITUCION EDUCATIVA CADILLO;CORREG.CADILLO;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14778;223555000994;C.EDUC.LOMA AZUL;74098;223555004629;LOS CERROS;VEREDA LOS CERROS;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20893;123855000347;INS EDUCATIVA JOSE MARIA CARBONELL;75240;223855001593;BIJAGUAL;BARRIO BIJAGUAL;URBANA
23;Córdoba;3781;CORDOBA;23300;Cotorra;20693;223417000100;CENT EDUC EL PASO DE LAS FLORES;72357;223417000100;CENT EDUC EL PASO DE LAS FLORES;CORREG EL PASO DE LAS FLORES;RURAL
23;Córdoba;3781;CORDOBA;23675;San Bernardo Del Viento;14206;223675000297;CENTRO EDUCATIVO PLAYAS DEL VIENTO;61658;223675000297;PLAYAS DEL VIENTO;CORR. PLAYAS DEL VIENTO;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19840;223189000137;CENT EDUC RUR BARRO PRIETO;63446;223189000251;ESC NVA LA ARENA;VDA LA ARENA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20888;323807001608;IE JUNIN;75106;123807000912;CENT EDUC SAN JOSE;B. SAN JOSE;URBANA
23;Córdoba;3781;CORDOBA;23466;Montelíbano;14609;223466001944;CENTRO EDUC. LA TRINIDAD;73887;223466002894;ESCUELA NVA. SAN FCO. DE ASIS;VDA. SAN ANTONIO ABAJO;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14829;223570000691;INSTITUCION EDUCATIVA CERROS DE COSTA RICA.;75851;223570000861;PUEBLO REGAO;VDA PUEBLO REGAO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20818;223807002677;C.E. RURAL FRASQUILLO;74930;223807003851;ESC NVA JAMAICA;VDA JAMAICA;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20903;223855000881;C.E. SANTO DOMINGO;75282;223855000881;C.E. SANTO DOMINGO;CORREG. SANTO DOMINGO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20818;223807002677;C.E. RURAL FRASQUILLO;74929;223807002316;SI DIOS QUIERE;VDA. SI DIOS QUIERE;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21023;223162000887;IE CRISTOBAL COLON - CAMPANITO;63091;223162000496;ESC. NUEVA COROZA ARGENTINA;VEREDA COROZA ARGENTINA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19836;123189000337;IE SAN ISIDRO;63433;123189000345;CENT EDUC URB MIX EL CARMEN;B EL CARMEN;URBANA
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14836;223574000016;CENTRO DOCENTE SAN JOS¿ DE CANALETE;138832;223574000016;CENT EDU SAN JOSE DE CANALETE;CORREG SAN JOSE DE CANALETE;RURAL
23;Córdoba;3781;CORDOBA;23300;Cotorra;20697;223417001629;INST EDUC EL CARMEN;72390;223417000592;ESC URB MIX EL BONGO;BARRIO EL BONGO;URBANA
23;Córdoba;3781;CORDOBA;23464;Momil;20805;123464000016;INST EDUCATIVA FCO JOSE DE CALDAS;61637;123464000237;ESCUELA EL ROBLECITO;BARRIO EL ROBLE;URBANA
23;Córdoba;3781;CORDOBA;23807;Tierralta;20818;223807002677;C.E. RURAL FRASQUILLO;143589;223807004611;ESC NVA DE GALLO;VDA GALLO;URBANA
23;Córdoba;3781;CORDOBA;23815;Tuchín;13903;223670000531;CENTRO EDUCATIVO SANTANDER;76878;223670000485;SABANA NUEVA;VDA. SABANA NUEVA;RURAL
23;Córdoba;3781;CORDOBA;23300;Cotorra;20694;223417000975;CENT EDUC ABROJAL;72359;223417000975;CENT EDUC ABROJAL;CORREG ABROJAL;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13897;223670000191;CENTRO EDUCATIVO LAS CRUCES;76716;223670001180;ESCUELA RURAL MIXTA ESMERALDA SUR;COMUNIDAD ESMERALDA SUR;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26797;223068001527;C.E. SAN JERONIMO;75443;223068001527;C.E. SAN JERÓNIMO - SEDE PRINCIPAL;VDA. CAÑO PESCADO 1;RURAL
23;Córdoba;3781;CORDOBA;23079;Buenavista;20936;223079000956;C.E. TIERRA SANTA;75750;223079000522;ESC CIENAGA LAS MARIAS;VEREDA CIENAGA LAS MARIA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19843;223189000536;IE LAS PALMITAS;63461;223189000391;ESC NVA LA GLORIA;VDA LA GLORIA;RURAL
23;Córdoba;3781;CORDOBA;23555;Planeta Rica;14781;223555002105;C.EDUC.LA FORTUNA;63373;223555002105;C.EDUC.LA FORTUNA;VEREDA LA FORTUNA;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14793;223570000232;INSTITUCION EDUCATIVA LOS LIMONES;75822;223570000232;INSTITUCION EDUCATIVA LOS LIMONES;CGTO LOS LIMONES;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25752;123182000242;IE LAS MERCEDES;76005;123182001133;CENT EDUC MARIA CANO;BARRIO 31 DE OCTIBRE.;URBANA
23;Córdoba;3781;CORDOBA;23815;Tuchín;13903;223670000531;CENTRO EDUCATIVO SANTANDER;76880;223670000990;LOVERAN;VDA. LOVERAN;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20899;223855000201;I.E. MATA DE MAIZ;75264;223855001321;ESC RUR BRILLANTE STA CLARA;CORREG. JARAGUAY;RURAL
23;Córdoba;3781;CORDOBA;23686;San Pelayo;14547;223686001066;INST EDU MIGUEL ANTONIO LENGUA NAVAS;74562;223686000531;CENT EDUC SIMON BOLIVAR;CORREG  DE PUERTO NUEVO;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19848;223189000994;CENT DOC SANTIAGO POBRE;61586;223189000994;CENT DOC SANTIAGO POBRE;CORREG SANTIAGO POBRE;RURAL
23;Córdoba;3781;CORDOBA;23570;Pueblo Nuevo;14831;223570000933;CENTRO EDUC. PRIMAVERA;63351;223570000933;C. EDUC. PRIMAVERA;CGTO PRIMAVERA;RURAL
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19852;223189001656;IE PIJIGUAYAL;61603;223189000218;ESC NVA PIEDRA ABAJO;VDA PIEDRAS ABAJO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14573;223807000330;IE LOS MORALES;74759;223807000259;CENT EDUC VOLADOR;CORRG. VOLADOR;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20898;223855000163;INSTITUCION EDUCATIVA LAS NUBES;75256;223855000147;CRUCES;CORREG. VILLANUEVA;RURAL
23;Córdoba;3781;CORDOBA;23855;Valencia;20895;223855000023;CENTRO EDU NUESTRA SRA DEL CARMEN;75246;223855001232;MANZANAREZ;CORREG. RÍO NUEVO;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;16180;123182000013;IE SAN FRANCISCO DE ASIS;75981;123182000048;CENT DOC LUIS DEJANON DAGER;BARRIO POLO CALLE 10 - Nº 18-20;URBANA
23;Córdoba;3781;CORDOBA;23189;Cienaga De Oro;19850;223189001583;IE EL SIGLO;61596;223189000404;ESC NVA EL SALADO;VDA EL SALADO ABAJO;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14841;223574000211;CENTRO DOCENTE MORINDO FLORIDA;76046;223574000211;CENTRO EDUCATIVO MORINDO FLORIDA;MORINDO FLORIDA;RURAL
23;Córdoba;3781;CORDOBA;23670;San Andrés de Sotavento;13898;223670000256;IE STA LUCIA LOS CARRETOS;76854;223670000221;ESC RUR MIX EL CONTENTO;VDA. EL CONTENTO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20825;223807004343;INSTITUCION EDUCATIVA CAMPOBELLO;75060;223807000526;ESC NVA SANTA ANA;VDA. SANTA ANA;RURAL
23;Córdoba;3781;CORDOBA;23168;Chimá;19851;123168000019;IE SANTO DOMINGO VIDAL;63207;123168000141;CENT DOC URB DE NIÐAS DE CHIMA;CLL DEL COMERCIO # 7-27;URBANA
23;Córdoba;3781;CORDOBA;23678;San Carlos;14230;223678001090;INST. EDC. GUACHARACAL;74372;223678003998;EL CHARCO;VEREDA EL CHARCO;RURAL
23;Córdoba;3781;CORDOBA;23168;Chimá;19829;223168000439;IE BTO ALFONSO LOPEZ PUMAREJO;63254;223168000307;CENT DOC RUR MIX COROZALITO;CORREG COROZALITO;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13896;223670000086;INSTITUCION EDUCATIVA BARBACOA;76710;223670000612;ESCUELA RURAL MIXTA MOLINA;CORREGIMIENTO DE MOLINA;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14617;223466003041;I.E. PUERTO COLOMBIA;76848;223466003041;I.E. PUERTO COLOMBIA;URE - VDA PUERTO COLOMBIA;RURAL
23;Córdoba;3781;CORDOBA;23580;Puerto Libertador;14857;223580000281;CENT EDUC FRANCISCO JOSE DE CALDAS;76489;223580001474;ESC NVA EL ALACRAN;VDA MINA EL ALACRAN;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13897;223670000191;CENTRO EDUCATIVO LAS CRUCES;76715;223670001601;ESCUELA RURAL MIXTA EL PIÑAL;COMUNIDAD EL PIÑAL;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;26648;223182000573;CENT EDU EL TIGRE;76035;223182000573;CENT EDUC EL TIGRE;CORREGIMIENTO DEL TIGRE;RURAL
23;Córdoba;3781;CORDOBA;23068;Ayapel;26784;123068000933;IE CARLOS ADOLFO URUETA;75325;123068001603;SANTA INÉS;IND K/1 VIA LA APARTADA;URBANA
23;Córdoba;3781;CORDOBA;23855;Valencia;20898;223855000163;INSTITUCION EDUCATIVA LAS NUBES;75254;223855000163;C.E. NUBES - SEDE PRINCIPAL;CORREG. LAS NUBES;RURAL
23;Córdoba;3781;CORDOBA;23574;Puerto Escondido;14843;223574000253;CENTRO DOCOCENTE VILLA ESTHER;76052;223574000253;CENTRO EDUCATIVO VILLA ESTHER;VILLA ESTHER;RURAL
23;Córdoba;3781;CORDOBA;23168;Chimá;19851;123168000019;IE SANTO DOMINGO VIDAL;63208;123168000027;CENT DOC URB DE VARONES;CLL STO DOMINGO VIDAL;URBANA
23;Córdoba;3781;CORDOBA;23855;Valencia;20897;223855000121;CE REPOSO;75251;223855000686;VENADO ABAJO;CORREG. EL REPOSO;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;20826;223807004360;IE LAS DELICIAS;75081;223807004378;IE SAN RAFAEL;REAS. SAN RAFAEL;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;14621;223500000278;C.E. LA RADA;63065;223500000278;C.E. LA RADA - SEDE PRINCIPAL;CTO. LA RADA;RURAL
23;Córdoba;3781;CORDOBA;23807;Tierralta;14562;223807000089;CENTRO EDUCATIVO PUEBLO NUEVO;74734;223807000089;CENT EDUC PUEBLO NVO;VDA. PUEBLO NUEVO;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21016;123162000459;I.E. DOLORES GARRIDO;70981;223162000542;CENT. EDUC.MIXTO CHUCHURUBI;BARRIO CHUCHURUBY;URBANA
23;Córdoba;3781;CORDOBA;23300;Cotorra;20696;223417001068;CENT EDUC CULEBRA ARRIBA;72365;223417001912;ESC RUR MIX CULEBRA ABAJO;CORREG LA CULEBRA (ABAJO);RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25757;223182000174;C.E. EL DESEO;75995;223182000174;C.E. EL DESEO - SEDE PRINCIPAL;CORREGIMIENTO DEL DESEO;RURAL
23;Córdoba;3781;CORDOBA;23182;Chinu;25753;123182000285;IE EDUC JOSE YANCES MUTIS;76009;223182000590;ESC RUR SAN ISIDRO DE NVO ORIENTE;CORREGIMIENTO DE NUEVO ORIENTE;RURAL
23;Córdoba;3781;CORDOBA;23500;Moñitos;14628;223500000464;CENTRO EDUCATIVO BAJO BLANCO;63167;223500000481;ESCUELA NUEVA EL LEY;VDA. EL LEY;RURAL
23;Córdoba;3781;CORDOBA;23682;San José de Uré;14606;223466001341;I.E. CORAZÓN DE MARÍA;76649;223466001341;I.E. CORAZÒN DE MARÌA;VDA. BRAZO IZQUIERDO;RURAL
23;Córdoba;3781;CORDOBA;23815;Tuchín;13911;223670001341;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE VIDALES;73956;223670000442;SANTA CLARA;VDA. SANTA CLARA;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21020;223162000321;C.E. MIXTO SAN ANTONIO;61690;223162000658;C.E. LA CEIBITA;CGTO LA  CEIBITA;RURAL
23;Córdoba;3781;CORDOBA;23162;Cerete;21015;123162000271;IE 24 DE MAYO;70977;223162001778;ESC. MIXTA PLAYA RICA;BARRIO PLAYA RICA;URBANA
