,id,department,timecreated,rol,userid
123057,268,Departamento De Informática Educativa,1710753914,editingteacher,d98fea4bf956cac6f07f05d147473fdc8e375952c9717ca32f6c3b5f7dbfed3a
123058,568,Departamento de Salud Pública,1710757433,editingteacher,eca7bf3a91ac9f5b18f1bc05d3c44326c4a70f9d746a1be09c49bb5fe6a7e8b7
123059,319,Departamento De Informática Educativa,1710758738,editingteacher,6620b5d17f18eed1eb4d2d1cf4d7fe20c1dc49f0d6605d8395354762dceda8f7
123060,507,Departamento de Física y Electrónica,1710758994,editingteacher,b4726df85fcc046ea8e6a436877fc1c7e8f995f7c692dadd807d6afb66a76b10
123061,649,Departamento de Salud Pública,1710759556,editingteacher,b6970dbd52fc468847a3bbc65c34e853812365fab229e249ca5cc478947888c1
123062,568,Departamento de Salud Pública,1710759932,editingteacher,eca7bf3a91ac9f5b18f1bc05d3c44326c4a70f9d746a1be09c49bb5fe6a7e8b7
123063,536,Departamento De Ingeniería Industrial,1710759971,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
123064,544,Departamento De Química,1710760301,editingteacher,17ebda2bab6ec00c917c03e437834b228e669cfe9c5809698fb774c21e939818
123065,86,Dpto De Ing De Sistemas Y Telecomunicaci,1710760547,editingteacher,0172207dfe97cfd49fb355a6ca35d65982eb0576fecf5a1b08a0c0d36293359c
123066,531,Departamento De Ingeniería Industrial,1710761435,editingteacher,cfbd2055350079dd0ce6f19581a6cf60e782718a97cad1a90a022e48f8134690
123067,204,Departamento de Salud Pública,1710761462,editingteacher,0a463e068a17519fbd33cad9f2a57db2ddc943a8ccd956c4b34aef4a0e97c2e4
123068,339,Departamento De Química,1710761486,editingteacher,9f0abdf148b0358a801ac740c52870e98bbe0a1aaea0849f3419cec7d4e36a9f
123069,333,Departamento De Biología,1710762800,editingteacher,c59fde61391cc15680286e22a304fe8a1102db0967bc29ab5bda53eff0250810
123070,666,Departamento De Biología,1710763497,editingteacher,e3c9409fb9213d3cccbf985f2e2e855dceb8787bf2e0c5bbb72187af68043348
123071,664,Departamento De Bacteriología,1710764192,editingteacher,4df2510c522a34c910fb47fa73bbb8d8519fdd4571a2741d4d7526a66da8c74f
123072,428,Dpto De Ing Agronómica Y Desarroll Rural,1710764838,editingteacher,e897f214172c5bd6aac1bde7f560e56be51a3082e1ea2ec671fe7e6b152ff636
123073,152,Departamento De Ciencias Pecuarías,1710765440,editingteacher,e5b2b0177caca0c5cf750e2f1d44b36b24312acaed3f2ce641ad2ce336d518e5
123074,624,Departamento De Enfermería,1710765494,editingteacher,6003ae14afe7798d3b036526c1834016cafb957ee93d3653560be45423995095
123075,209,Departamento De Idiomas Extranjeros,1710765834,editingteacher,e308a33f970d80acd9136f4445d33137eeb6c1664093296b5e22cc05aa6247ea
123076,464,Departamento De Química,1710766484,editingteacher,04c3dceba8d8d239d55898121e666d1e25c7e402ad49505b4c4974e98fb73b3a
123077,86,Dpto De Ing De Sistemas Y Telecomunicaci,1710766914,editingteacher,0172207dfe97cfd49fb355a6ca35d65982eb0576fecf5a1b08a0c0d36293359c
123078,536,Departamento De Ingeniería Industrial,1710767200,editingteacher,07e82195fa638857dcff60111061c818874a37f81927197d7b521fb715b74d0a
123080,637,Departamento De Informática Educativa,1710769358,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123081,10,Departamento de Psicopedagogía,1710769394,editingteacher,871e97e2d54281a4750c08906d39cb34b00a41bbb51325e64f0a4e8b0ca7baed
123082,584,Departamento De Matemáticas Y Estadístic,1710769422,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
123085,778,Departamento de Psicopedagogía,1710769636,editingteacher,d1e15917335474dc8db8d5ec3d6db96bc9058d2d3f485605c49f7eef578196cc
123086,247,Departamento De Idiomas Extranjeros,1710769812,editingteacher,5b88c7b8a8f2fece0a08dff7562e0081591e48fb2757678feda9d879a52f73eb
123087,760,Departamento De Informática Educativa,1710770122,editingteacher,ad13effce63cb5b855b2c27165224087bd80c2ca9a5a5273060668dd9e68d44f
123092,268,Departamento De Informática Educativa,1710770955,editingteacher,d98fea4bf956cac6f07f05d147473fdc8e375952c9717ca32f6c3b5f7dbfed3a
123093,246,Dpto Ciencias Administrativas,1710771249,editingteacher,0448802e53ef400f0af82ea6878ca8c0f8ae28ef9dea80e4e30923c9898a25ce
123095,27,Departamento De Informática Educativa,1710771408,editingteacher,f36594cf679a8361e86e08d3694ae50d3aed00b15293df1b4607426bfc59f310
123096,524,Departamento De Ingeniería Industrial,1710771474,editingteacher,7fe75fe840096ce15573b25c6ead0a0ac6b6ffef205452aad36eefb1bb9a93c8
123098,107,Dpto De Ing De Sistemas Y Telecomunicaci,1710771722,editingteacher,403e63380c2ec50698de6765977ec22f479a4778a6c353013c4fb4659f5e30b3
123099,770,Dpto De Ingeniería Ambiental,1710772015,editingteacher,fd5c15b6205f304a7cfcafff4f233d190dbbcc92ededc9abed869093320663fe
123101,82,Dpto De Ing De Sistemas Y Telecomunicaci,1710772199,editingteacher,4ecd4c4ba2746463118e9b3e98c4d60e74d460b38b4ba9f682604170d0ee0ca0
123103,573,Departamento De Matemáticas Y Estadístic,1710772763,editingteacher,24805b52ac24a1bad9949d1ad5742997b4c7ce5a441b99e69a3ddc8503e8c65c
123105,338,Departamento De Biología,1710772911,editingteacher,ab3ee39d7c552f0ed5232341623fa778eded24ff0303c87d8a2970a798d925c0
123106,526,Departamento De Ingeniería Industrial,1710773476,editingteacher,b7f6aa06796d7112b00c8ae881b3ac7a38061afdd58cf7671d0f9abce709f266
123107,206,Departamento de Salud Pública,1710773772,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123109,106,Dpto De Ing De Sistemas Y Telecomunicaci,1710774193,editingteacher,bf8939a9b57ea686425c58d20481aaff2c54b6ab05a619f396a378f143878002
123110,476,Departamento De Idiomas Extranjeros,1710774237,editingteacher,a0c1546fbff485aff2daf407dbb76bf7fdcb9bf331bdb72730ec81054a0b3bfe
123111,206,Departamento de Salud Pública,1710774292,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123112,617,Departamento De Enfermería,1710774386,editingteacher,12c15882c703a66cc7e660cc0dde8a72ced675bc1ccc032df0a203c2b035af41
123113,226,Dpto Ciencias Administrativas,1710774682,editingteacher,5fe48b011352947dc087cb171c8dc21b71623c55c70411889902d09374bb3866
123114,210,Dpto Ciencias Administrativas,1710776675,editingteacher,62f7d0e64e6dd00aa85a8fd12220e6894d5ba325dca335aaf36b3c14145896f2
123115,627,Departamento De Enfermería,1710777136,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
123116,596,Departamento de Salud Pública,1710777178,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
123117,208,Departamento De Idiomas Extranjeros,1710777914,editingteacher,c9c74d8e1e8c625e6a83510ff94b293e0cefd59dddd610477aeee7a4dba75dae
123118,596,Departamento de Salud Pública,1710778098,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
123119,161,Departamento De Ciencias Pecuarías,1710778223,editingteacher,a98c86fdfdbc72982c25cb0edaea21fda29844226f639f464365aba66a29fa2c
123120,767,Dpto Ciencias Administrativas,1710778323,editingteacher,0922a16422bbfba84f31e668b74aaa0ce4cab1895fe5f666463258df1b460d9d
123121,512,Departamento De Ingeniería Industrial,1710778370,editingteacher,cfacc51d1dc6908cd611b5713a64707c06f2ed589ea4fe00e1035612505483a8
123122,85,Dpto De Ing De Sistemas Y Telecomunicaci,1710778892,editingteacher,24a5d80851751f6c394816e353bec568ee19154f20af1a7ed06e90710de2646c
123124,335,Departamento De Biología,1710779116,editingteacher,a827ebdff659263a0da5ce345f9a10ab9719c829a414e8d393769b2b3c95f738
123125,612,Dpto De Ingeniería Ambiental,1710779127,editingteacher,d21bcbb2e26aecd1cc76a040a72df67e448f2a5fe6f27270a91f032b616b8f3d
123128,707,Departamento De Ciencias Jurídicas,1710779867,editingteacher,71412ce289974130d7e1667b8d08a22c809d76271aaea52d7e878d73273781e1
123129,451,Departamento De Matemáticas Y Estadístic,1710780176,editingteacher,95a06f385e9c8f8eb7dc22d2d30d1496c658bb4ecf0b72e37caba562ae9f5629
123130,557,Departamento De Idiomas Extranjeros,1710781674,editingteacher,0f5fca00175a5ed1da7e9b80ddb1a6942bacfc85d9632c4ff89aaad40a1f473e
123133,216,Dpto Ciencias Administrativas,1710784699,editingteacher,0bab4a831bbd80db3fc264e279e8a9fbe3f97e589f157a8fd9234057408c4c95
123135,270,"Dpto De Cultura Física, Recreac Y Deport",1710786182,editingteacher,55c79ea09c9a4691964b1893ca26fd15bb8644d56558c811ebe75a95e206a519
123136,86,Dpto De Ing De Sistemas Y Telecomunicaci,1710786620,editingteacher,0172207dfe97cfd49fb355a6ca35d65982eb0576fecf5a1b08a0c0d36293359c
123138,623,Departamento De Enfermería,1710787223,editingteacher,3d7ae4799c1be523f44fd3630e272a54519b648ffe479a03042fc639cdccdce2
123139,623,Departamento De Enfermería,1710787307,editingteacher,3d7ae4799c1be523f44fd3630e272a54519b648ffe479a03042fc639cdccdce2
123140,778,Departamento de Psicopedagogía,1710787622,editingteacher,d1e15917335474dc8db8d5ec3d6db96bc9058d2d3f485605c49f7eef578196cc
123141,262,Departamento de Ciencias Acuícolas,1710787646,editingteacher,7e6bfe98a97f38aa5ff05d23bbd9ab1d9ea7a226d5f581eedc8be974aa4f4100
123142,423,Dpto De Ing Agronómica Y Desarroll Rural,1710788127,editingteacher,97e06a08a949a1d7d0c14ddfa3dcf409f4f6a8250466606dcb2b9de612e29199
123143,9,Departamento de Psicopedagogía,1710788315,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
123144,9,Departamento de Psicopedagogía,1710788547,editingteacher,bc29502bd61ab86497c7fab7747125f06b28b8f2fe4ca3ca5a8e8b755bf8ab7a
123145,115,Dpto De Ing De Sistemas Y Telecomunicaci,1710789792,editingteacher,579ba0ba2211239e458a53f0794a73e41f9fea300d046d6ec71453b2cd274670
123146,541,Departamento De Ingeniería Industrial,1710789870,editingteacher,352e1cca5aadbea7b116809e621211287785efd6e9fcffcab6f3ed5145c4bd33
123147,241,Dpto Ciencias Administrativas,1710789906,editingteacher,be8d65bdbc9ce092ca698aab0ca00ea0594e198075e86fc372f01e1c973bb187
123149,206,Departamento de Salud Pública,1710790242,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123152,450,Departamento De Matemáticas Y Estadístic,1710790464,editingteacher,535dbd61c8503f28e696d67f1f682de35bffbb9e10b6f701876233e5b31a2484
123155,206,Departamento de Salud Pública,1710790738,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123156,206,Departamento de Salud Pública,1710791152,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123158,627,Departamento De Enfermería,1710791262,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
123159,222,Dpto Ciencias Administrativas,1710791733,editingteacher,4ea56ffe4bad67dafd901913775122aea1146c6fa54272db72d29a95b0e9190f
123161,510,Departamento de Física y Electrónica,1710794946,editingteacher,7b5942b82fdbbbfa5047c775d553eb78ed8e636483907692aa2bee45b7a87fa0
123162,220,Dpto Ciencias Administrativas,1710795444,editingteacher,a7e0dcf1966eb72f0ede79e8bef96ce66b7c292e16dbdc0e5595ce92aad91a17
123163,211,Dpto Ciencias Administrativas,1710795495,editingteacher,a4850e55d2812edf28f7c640b950cf41025e867598d00803a716026b1fc85f00
123164,355,Dpto De Ciencias Naturales,1710795665,editingteacher,87c5972bedc9b7199d5ea41ee39f7d5f3935ecf866739f6ab188546f32358210
123165,510,Departamento de Física y Electrónica,1710795703,editingteacher,7b5942b82fdbbbfa5047c775d553eb78ed8e636483907692aa2bee45b7a87fa0
123166,206,Departamento de Salud Pública,1710795855,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123167,206,Departamento de Salud Pública,1710795868,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123168,637,Departamento De Informática Educativa,1710796232,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123169,454,Departamento De Química,1710796350,editingteacher,70c1a6ceca741dac14d3f5831ba50c8b0749761f1204f4b7044714af83fe1afa
123170,45,Dpto De Ing De Sistemas Y Telecomunicaci,1710796586,editingteacher,547f68e760e81010c1c4a942793ab8eb8513c46df569ce56c28cc503977aa912
123171,197,Departamento De Matemáticas Y Estadístic,1710796635,editingteacher,c74790ef9a14d89bf72f549b797168fcd9fc4a7f1539db40d56bf137bca41ebe
123172,627,Departamento De Enfermería,1710797205,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
123174,503,Departamento De Matemáticas Y Estadístic,1710797328,editingteacher,de6671eee4ad409da6e71eca060bafbe003837c6d8628ccda6866f82d43893d3
123175,95,Dpto De Ing De Sistemas Y Telecomunicaci,1710797451,editingteacher,fea78504424b30c7b2451c38bdc0aea731943b07880f7eb626410dcd0501a71e
123177,664,Departamento De Bacteriología,1710797846,editingteacher,4df2510c522a34c910fb47fa73bbb8d8519fdd4571a2741d4d7526a66da8c74f
123178,638,Departamento De Bacteriología,1710797950,editingteacher,a3a176a8520ffeeec0b6e0139af8fd723cb5e3ffdb664dc0c152d0fa2288effb
123180,45,Dpto De Ing De Sistemas Y Telecomunicaci,1710798368,editingteacher,547f68e760e81010c1c4a942793ab8eb8513c46df569ce56c28cc503977aa912
123181,637,Departamento De Informática Educativa,1710798681,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123182,637,Departamento De Informática Educativa,1710798734,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123183,637,Departamento De Informática Educativa,1710798881,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123185,637,Departamento De Informática Educativa,1710799196,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123186,637,Departamento De Informática Educativa,1710799268,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123189,622,Departamento De Enfermería,1710800609,editingteacher,63c84a7d529c2f692e95a51ccbe40d9a5e993f4e818d56a3135def261874df6d
123190,200,Dpto Ciencias Administrativas,1710800926,editingteacher,95cd2493da355a18996db0ecb1373a0d878fc5077e66e9294225e7d53c9c4e34
123191,89,Dpto De Ing De Sistemas Y Telecomunicaci,1710801404,editingteacher,de1100fa00ed916f191f0566f261520e412bd2db7eb2d428b496d04b87f60dec
123193,82,Dpto De Ing De Sistemas Y Telecomunicaci,1710801964,editingteacher,4ecd4c4ba2746463118e9b3e98c4d60e74d460b38b4ba9f682604170d0ee0ca0
123196,42,,1710803544,editingteacher,084f3bd7391517d2e540fd2e6de7016ba047a0d622b26fd236c3772089838417
123198,637,Departamento De Informática Educativa,1710804321,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123199,211,Dpto Ciencias Administrativas,1710804522,editingteacher,a4850e55d2812edf28f7c640b950cf41025e867598d00803a716026b1fc85f00
123200,637,Departamento De Informática Educativa,1710804583,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123202,637,Departamento De Informática Educativa,1710804728,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123203,735,Dpto De Ing Agronómica Y Desarroll Rural,1710805221,editingteacher,8ae8f8c9b17505ffc1a69172e3c881ee51a5e1c0aff8166b2f96399453a8c4cb
123205,84,Dpto De Ing De Sistemas Y Telecomunicaci,1710805486,editingteacher,7f96ab9d6522a742f68c85d7d71f584f611c98d6268766e26100b6e3bc655d6e
123206,193,Dpto Ciencias Administrativas,1710806519,editingteacher,18f5b32e48cc8b447ce43aeb5fd8d5ae8df7b1e5def11a6bbf69234f21bc05d3
123210,650,Departamento De Biología,1710808863,editingteacher,e97a44fa6d92742292eb3f4694badacf96540a2f3405f2d57c52fffe9f3c4ee7
123211,378,"Dpto De Cultura Física, Recreac Y Deport",1710808897,editingteacher,b52a2029f49ff3460dbeca1179ec5fa357a7addb7f6832128fd054afbfa79693
123212,254,Dpto Ciencias Administrativas,1710809172,editingteacher,cd45240b40140b9f117781106d656f9cd3c841f238efb08224d9935f1340c8c1
123216,110,Dpto De Ing De Sistemas Y Telecomunicaci,1710809804,editingteacher,e8cecb313a67c35845268b837f8b41a693ebe0c4f76997b96303b3ab125730f8
123217,237,Dpto Ciencias Administrativas,1710810003,editingteacher,14c5cf06fb6dc67cc7d5c61d589f53e7aee640a0b845754c3f148dfc53f35cd8
123218,637,Departamento De Informática Educativa,1710810039,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123220,637,Departamento De Informática Educativa,1710810505,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123223,766,Dpto Ciencias Administrativas,1710811701,editingteacher,20536764dcea9937ac94bc7f019015db3f9a31175ac291e5a181082c1eac2e43
123224,210,Dpto Ciencias Administrativas,1710812323,editingteacher,62f7d0e64e6dd00aa85a8fd12220e6894d5ba325dca335aaf36b3c14145896f2
123226,600,Departamento De Biología,1710813264,editingteacher,8eb51bf0856d1f2dac1e95ef57e168ec927681a042f216f9754b31da1ae28369
123229,617,Departamento De Enfermería,1710813750,editingteacher,12c15882c703a66cc7e660cc0dde8a72ced675bc1ccc032df0a203c2b035af41
123232,519,Dpto Ciencias Administrativas,1710815040,editingteacher,c7e22e7089153619e84303fa09c9fe703c7379ce206ad21b8fe3ebad84ab122f
123233,245,Dpto Ciencias Administrativas,1710815131,editingteacher,09549a6d7dbb1008278d74ae0db6dddc137bcae3663342eca7862b0e963daa8c
123234,492,Departamento de Física y Electrónica,1710815662,editingteacher,f0253fea33fe5ddaef4d4c72ec8eae6ffedf59bd3788bf92584f39f45da61f5c
123237,584,Departamento De Matemáticas Y Estadístic,1710817206,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
123238,446,Departamento De Ciencias Jurídicas,1710819001,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
123240,521,Departamento De Matemáticas Y Estadístic,1710822952,editingteacher,915e9cf9ed1019528c3160d187fe646abf49387535cf39f4179b840e3a0bb8ce
123241,507,Departamento de Física y Electrónica,1710835129,editingteacher,b4726df85fcc046ea8e6a436877fc1c7e8f995f7c692dadd807d6afb66a76b10
123242,507,Departamento de Física y Electrónica,1710837438,editingteacher,b4726df85fcc046ea8e6a436877fc1c7e8f995f7c692dadd807d6afb66a76b10
123243,540,Departamento De Ingeniería Industrial,1710841382,editingteacher,35e40dc2709e6ce2ef578bf69c7ce89bb05190dd7d183dcb92130807a21e8c02
123244,123,,1710846893,editingteacher,407d570ce85c4a7a01921c94942aacdc536e2a3bd944c4f456dd199e5d425945
123247,106,Dpto De Ing De Sistemas Y Telecomunicaci,1710849381,editingteacher,bf8939a9b57ea686425c58d20481aaff2c54b6ab05a619f396a378f143878002
123248,204,Departamento de Salud Pública,1710849524,editingteacher,0a463e068a17519fbd33cad9f2a57db2ddc943a8ccd956c4b34aef4a0e97c2e4
123249,568,Departamento de Salud Pública,1710850392,editingteacher,eca7bf3a91ac9f5b18f1bc05d3c44326c4a70f9d746a1be09c49bb5fe6a7e8b7
123251,339,Departamento De Química,1710850835,editingteacher,9f0abdf148b0358a801ac740c52870e98bbe0a1aaea0849f3419cec7d4e36a9f
123252,476,Departamento De Idiomas Extranjeros,1710850895,editingteacher,a0c1546fbff485aff2daf407dbb76bf7fdcb9bf331bdb72730ec81054a0b3bfe
123253,531,Departamento De Ingeniería Industrial,1710851010,editingteacher,cfbd2055350079dd0ce6f19581a6cf60e782718a97cad1a90a022e48f8134690
123254,664,Departamento De Bacteriología,1710851852,editingteacher,4df2510c522a34c910fb47fa73bbb8d8519fdd4571a2741d4d7526a66da8c74f
123256,584,Departamento De Matemáticas Y Estadístic,1710853012,editingteacher,b70be894f79cf566228b1478d58ceb3560e2e27c39dcd9c86ce9e816e9935b03
123257,268,Departamento De Informática Educativa,1710854193,editingteacher,d98fea4bf956cac6f07f05d147473fdc8e375952c9717ca32f6c3b5f7dbfed3a
123258,85,Dpto De Ing De Sistemas Y Telecomunicaci,1710854243,editingteacher,24a5d80851751f6c394816e353bec568ee19154f20af1a7ed06e90710de2646c
123260,206,Departamento de Salud Pública,1710854680,editingteacher,75fbb467732cb3fe17ce05a3ef106c1c3ae2de3fe7a2786608a4b51d634c41a1
123261,88,Dpto De Ing De Sistemas Y Telecomunicaci,1710855012,editingteacher,66d144dfc3c84d7d31192e2fcdf85aa7540dfadf5dabb3615011f25ab436869f
123262,411,Dpto De Ing Agronómica Y Desarroll Rural,1710855073,editingteacher,b5b99588dabe7374ea2ab80919fa8d4d462f97e9b333d5068efe47e8780cc610
123263,245,Dpto Ciencias Administrativas,1710855394,editingteacher,09549a6d7dbb1008278d74ae0db6dddc137bcae3663342eca7862b0e963daa8c
123264,21,ENFERMERÍA ,1710855463,editingteacher,f027eeee7ed701553d26e45ffc2fa026385f514639ad14f5204340cbe67eb424
123265,214,Dpto Ciencias Administrativas,1710856307,editingteacher,467addacac9bfa15ad66203cd47dc912ca2ba769ef60bbdce2772b4b5d33ab71
123266,27,Departamento De Informática Educativa,1710857285,editingteacher,f36594cf679a8361e86e08d3694ae50d3aed00b15293df1b4607426bfc59f310
123267,492,Departamento de Física y Electrónica,1710857351,editingteacher,f0253fea33fe5ddaef4d4c72ec8eae6ffedf59bd3788bf92584f39f45da61f5c
123268,627,Departamento De Enfermería,1710857441,editingteacher,0cba5642182f80167a7e124edbbc348e5930ad7408e761e4f75baa8010b8bd9a
123269,18,,1710857443,editingteacher,3c21378576f9a897b1f2c0c5e0a06f06468051e0599da954a0799e6852e1344d
123270,82,Dpto De Ing De Sistemas Y Telecomunicaci,1710857454,editingteacher,4ecd4c4ba2746463118e9b3e98c4d60e74d460b38b4ba9f682604170d0ee0ca0
123271,524,Departamento De Ingeniería Industrial,1710857650,editingteacher,7fe75fe840096ce15573b25c6ead0a0ac6b6ffef205452aad36eefb1bb9a93c8
123272,438,Dpto Ciencias Administrativas,1710858129,editingteacher,263b7f757bbe1cb67565b61ced3ebbe256a4561990fe020cffee8cc44ff0121b
123275,42,,1710858506,editingteacher,084f3bd7391517d2e540fd2e6de7016ba047a0d622b26fd236c3772089838417
123276,135,ENFERMERÍA,1710858566,editingteacher,12db1ace8d06548b679f5a2903e8d17d8997f9cdf7c3a5a014660598c7787fa9
123277,649,Departamento de Salud Pública,1710858869,editingteacher,b6970dbd52fc468847a3bbc65c34e853812365fab229e249ca5cc478947888c1
123278,113,Dpto De Ing De Sistemas Y Telecomunicaci,1710859072,editingteacher,5b4658f156904db19b581eb8d49d31c1e383a36f7652d9768c275137b8088723
123279,101,Dpto De Ing De Sistemas Y Telecomunicaci,1710859180,editingteacher,c07cf92a129039158a6f2521182a0ca933d0bfcce9fa438cf95d1223ec0acf9d
123281,596,Departamento de Salud Pública,1710859366,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
123282,596,Departamento de Salud Pública,1710859424,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
123283,650,Departamento De Biología,1710859944,editingteacher,e97a44fa6d92742292eb3f4694badacf96540a2f3405f2d57c52fffe9f3c4ee7
123284,604,Dpto De Ingeniería Ambiental,1710860137,editingteacher,5d8ffc5695fce3f7dca9a94c6f45ae58acdd03834bde0aebd5f14b22221f873e
123285,606,Dpto De Ingeniería Ambiental,1710860157,editingteacher,f24465aa55063b5ebab299af190635bc8fe259947702e6bf013b980a15ed503e
123287,221,Dpto Ciencias Administrativas,1710860730,editingteacher,ce57a0a1ce7c240d1c0c629c1b3a81227785366d83b9f3e38372168e9ee675f3
123290,235,Dpto Ciencias Administrativas,1710861479,editingteacher,12710e4e7006de2cffd23b3411eb24655848c144c28ee67daa131d8a9c85f067
123291,770,Dpto De Ingeniería Ambiental,1710861581,editingteacher,fd5c15b6205f304a7cfcafff4f233d190dbbcc92ededc9abed869093320663fe
123292,86,Dpto De Ing De Sistemas Y Telecomunicaci,1710861704,editingteacher,0172207dfe97cfd49fb355a6ca35d65982eb0576fecf5a1b08a0c0d36293359c
123293,637,Departamento De Informática Educativa,1710861966,editingteacher,2dfbe04ffc58c4e8662e4d0fdb06f027394997c6e80d0320572b96e58d8a0d87
123295,563,Departamento De Biología,1710863221,editingteacher,7c39036e59183da3d6f0806285a1d233be953b12a77d30dbc8ab8918695f4b03
123296,220,Dpto Ciencias Administrativas,1710863511,editingteacher,a7e0dcf1966eb72f0ede79e8bef96ce66b7c292e16dbdc0e5595ce92aad91a17
123298,596,Departamento de Salud Pública,1710864651,editingteacher,a072f64f5f38c5c255089433f52ea06ca1b73b35830c2175a19647832ffbb3c5
123300,603,Departamento de Ingeniería Mecánica,1710865393,editingteacher,f349e41236447a9b49567ba0b283e4dbc93f01bf8c1108f69c034caee336c54e
123301,216,Dpto Ciencias Administrativas,1710865436,editingteacher,0bab4a831bbd80db3fc264e279e8a9fbe3f97e589f157a8fd9234057408c4c95
123302,760,Departamento De Informática Educativa,1710865688,editingteacher,ad13effce63cb5b855b2c27165224087bd80c2ca9a5a5273060668dd9e68d44f
123304,428,Dpto De Ing Agronómica Y Desarroll Rural,1710866020,editingteacher,e897f214172c5bd6aac1bde7f560e56be51a3082e1ea2ec671fe7e6b152ff636
123306,241,Dpto Ciencias Administrativas,1710866996,editingteacher,be8d65bdbc9ce092ca698aab0ca00ea0594e198075e86fc372f01e1c973bb187
123307,428,Dpto De Ing Agronómica Y Desarroll Rural,1710867021,editingteacher,e897f214172c5bd6aac1bde7f560e56be51a3082e1ea2ec671fe7e6b152ff636
123308,648,Departamento de Regencía Y Farmacia,1710867368,editingteacher,1b3875696cd8c9316ae95e0703f5807013647a166500226299a21bc97ef54ab7
123309,603,Departamento de Ingeniería Mecánica,1710867467,editingteacher,f349e41236447a9b49567ba0b283e4dbc93f01bf8c1108f69c034caee336c54e
123310,603,Departamento de Ingeniería Mecánica,1710867563,editingteacher,f349e41236447a9b49567ba0b283e4dbc93f01bf8c1108f69c034caee336c54e
123311,778,Departamento de Psicopedagogía,1710867956,editingteacher,d1e15917335474dc8db8d5ec3d6db96bc9058d2d3f485605c49f7eef578196cc
123312,767,Dpto Ciencias Administrativas,1710868236,editingteacher,0922a16422bbfba84f31e668b74aaa0ce4cab1895fe5f666463258df1b460d9d
123313,594,Departamento De Matemáticas Y Estadístic,1710868455,editingteacher,1d5f87184a03eba3f38f24aa7983ee1bc1566bd8050b32d5b701d1b9430a6c3b
123315,333,Departamento De Biología,1710869077,editingteacher,c59fde61391cc15680286e22a304fe8a1102db0967bc29ab5bda53eff0250810
123317,446,Departamento De Ciencias Jurídicas,1710870111,editingteacher,9a901cbfc73368cfea858bd228e310fd982f08f7a6d798e15614622777a9d20c
